Screen,Section,Exact UI label,Angular component,Control/property,Visibility condition,Editable/read-only,Required/optional,Unit,Permission,HTTP endpoint,API field,Backend schema,Service,Model,Table,Column,Source type,Validation,Stale effect,Guide link
product-profiles,product-profiles/product-profiles.component.html,actions,product-profiles/product-profiles.component.html,table-column:actions,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,actions,n/a,CbamProductProfileService,—,NOT_PERSISTED,actions,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,Profile name,product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,CN code,product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,Reducing material,product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,Steel mill ID,product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,"Manganese (Mn), %",product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,%,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,"Chromium (Cr), %",product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,%,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,"Nickel (Ni), %",product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,%,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,"Other alloys, %",product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,%,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,"Other materials, %",product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,%,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,Valid from,product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,Valid to,product-profiles/product-profiles.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductProfileService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,[display:status-row],product-profiles/product-profiles.component.html,"class=""status-row""",conditional-css,read-only,n/a,—,cbam:view,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,—,n/a,CbamProductProfileService,—,DERIVED_STATUS,UI_STATUS,DERIVED_STATUS,n/a-display-or-derived,may reflect stale,user-guide/04-*.md
product-profiles,product-profiles/product-profiles.component.html,[display:readiness-summary],product-profiles/product-profiles.component.html,"class=""readiness-summary""",conditional-css,read-only,n/a,—,cbam:view,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,—,n/a,CbamProductProfileService,—,DERIVED_STATUS,UI_STATUS,DERIVED_STATUS,n/a-display-or-derived,may reflect stale,user-guide/04-*.md
production-processes,production-processes/production-processes.component.html,Installation,production-processes/production-processes.component.html,formControlName=installationProfileId,template-present,editable-if-configure,required,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,installationProfileId,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,installation_profile_id,USER_INPUT,required-client+server,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Process name,production-processes/production-processes.component.html,formControlName=name,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,name,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,name,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Process identifier,production-processes/production-processes.component.html,formControlName=identifier,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,identifier,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,identifier,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Product profile,production-processes/production-processes.component.html,formControlName=productProfileVersionId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,productProfileVersionId,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,product_profile_version_id,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Calculation method,production-processes/production-processes.component.html,formControlName=calculationMethod,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,calculationMethod,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,calculation_method,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Produced quantity,production-processes/production-processes.component.html,formControlName=producedQuantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,producedQuantity,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,produced_quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Unit,production-processes/production-processes.component.html,formControlName=producedQuantityUnit,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,producedQuantityUnit,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,produced_quantity_unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Quantity,production-processes/production-processes.component.html,formControlName=marketedQuantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,marketedQuantity,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,marketed_quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Unit,production-processes/production-processes.component.html,formControlName=marketedQuantityUnit,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,marketedQuantityUnit,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,marketed_quantity_unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Target product,production-processes/production-processes.component.html,formControlName=targetProductProfileVersionId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,targetProductProfileVersionId,CbamProductionProcessProductUse ORM / API DTO,CbamProductionProcessService,CbamProductionProcessProductUse,cbam_production_process_product_uses,target_product_profile_version_id,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Quantity,production-processes/production-processes.component.html,formControlName=quantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,quantity,CbamProductionProcessProductUse ORM / API DTO,CbamProductionProcessService,CbamProductionProcessProductUse,cbam_production_process_product_uses,quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Unit,production-processes/production-processes.component.html,formControlName=unit,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,unit,CbamProductionProcessProductUse ORM / API DTO,CbamProductionProcessService,CbamProductionProcessProductUse,cbam_production_process_product_uses,unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Quantity,production-processes/production-processes.component.html,formControlName=nonCbamQuantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,nonCbamQuantity,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,non_cbam_quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Unit,production-processes/production-processes.component.html,formControlName=nonCbamQuantityUnit,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,nonCbamQuantityUnit,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,non_cbam_quantity_unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Has measurable heat,production-processes/production-processes.component.html,formControlName=hasMeasurableHeat,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,hasMeasurableHeat,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,has_measurable_heat,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Imported heat amount ({{ heatQuantityUnit }}),production-processes/production-processes.component.html,formControlName=heatImportedQuantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,heatImportedQuantity,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,heat_imported_quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Imported heat factor ({{ heatFactorUnit }}),production-processes/production-processes.component.html,formControlName=heatImportedEf,template-present,editable-if-configure,optional/unknown,factor-unit,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,heatImportedEf,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,heat_imported_ef,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Exported heat amount ({{ heatQuantityUnit }}),production-processes/production-processes.component.html,formControlName=heatExportedQuantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,heatExportedQuantity,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,heat_exported_quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Exported heat factor ({{ heatFactorUnit }}),production-processes/production-processes.component.html,formControlName=heatExportedEf,template-present,editable-if-configure,optional/unknown,factor-unit,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,heatExportedEf,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,heat_exported_ef,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Factor source,production-processes/production-processes.component.html,formControlName=heatFactorSource,template-present,editable-if-configure,optional/unknown,factor-unit,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,heatFactorSource,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,heat_factor_source,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Factor document,production-processes/production-processes.component.html,formControlName=heatFactorDocument,template-present,editable-if-configure,optional/unknown,factor-unit,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,heatFactorDocument,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,heat_factor_document,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Has waste gas,production-processes/production-processes.component.html,formControlName=hasWasteGas,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,hasWasteGas,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,has_waste_gas,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Imported waste gas ({{ wasteGasQuantityUnit }}),production-processes/production-processes.component.html,formControlName=wasteGasImportedQuantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,wasteGasImportedQuantity,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,waste_gas_imported_quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Exported waste gas ({{ wasteGasQuantityUnit }}),production-processes/production-processes.component.html,formControlName=wasteGasExportedQuantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,wasteGasExportedQuantity,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,waste_gas_exported_quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Provenance,production-processes/production-processes.component.html,formControlName=wasteGasProvenance,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,wasteGasProvenance,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,waste_gas_provenance,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Has exported electricity,production-processes/production-processes.component.html,formControlName=hasExportedElectricity,template-present,editable-if-configure,optional/unknown,MWh,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,hasExportedElectricity,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,has_exported_electricity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Exported quantity ({{ exportedElectricityQuantityUnit }}),production-processes/production-processes.component.html,formControlName=exportedElectricityQuantity,template-present,editable-if-configure,optional/unknown,t,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,exportedElectricityQuantity,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,exported_electricity_quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Emission factor ({{ exportedElectricityFactorUnit }}),production-processes/production-processes.component.html,formControlName=exportedElectricityEmissionFactor,template-present,editable-if-configure,optional/unknown,tCO2e,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,exportedElectricityEmissionFactor,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,exported_electricity_emission_factor,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Provenance,production-processes/production-processes.component.html,formControlName=exportedElectricityProvenance,template-present,editable-if-configure,optional/unknown,MWh,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,exportedElectricityProvenance,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,exported_electricity_provenance,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Data quality,production-processes/production-processes.component.html,formControlName=dataQualityCode,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,dataQualityCode,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,data_quality_code,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Data verification,production-processes/production-processes.component.html,formControlName=dataVerificationCode,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,dataVerificationCode,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,data_verification_code,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Data quality justification,production-processes/production-processes.component.html,formControlName=dataQualityJustificationCode,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,dataQualityJustificationCode,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,data_quality_justification_code,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Notes,production-processes/production-processes.component.html,formControlName=notes,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST|PATCH …/production-processes; product-uses CRUD,notes,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,notes,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,name,production-processes/production-processes.component.html,table-column:name,when-rows,read-only-display,n/a,—,cbam:view,GET|POST|PATCH …/production-processes; product-uses CRUD,name,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,name,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,product,production-processes/production-processes.component.html,table-column:product,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,product,n/a,CbamProductionProcessService,—,NOT_PERSISTED,product,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,method,production-processes/production-processes.component.html,table-column:method,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,method,n/a,CbamProductionProcessService,—,NOT_PERSISTED,method,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,status,production-processes/production-processes.component.html,table-column:status,when-rows,read-only-display,n/a,—,cbam:view,GET|POST|PATCH …/production-processes; product-uses CRUD,status,CbamProductionProcess ORM / API DTO,CbamProductionProcessService,CbamProductionProcess,cbam_production_processes,status,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,balance,production-processes/production-processes.component.html,table-column:balance,when-rows,read-only-display,n/a,—,cbam:view,GET|POST|PATCH …/production-processes; product-uses CRUD,balance,n/a,CbamProductionProcessService,—,DERIVED_STATUS,balance,DERIVED_STATUS,no-matching-column,may-reflect-stale-upstream,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,actions,production-processes/production-processes.component.html,table-column:actions,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,actions,n/a,CbamProductionProcessService,—,NOT_PERSISTED,actions,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Installation,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Process name,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Process identifier,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Product profile,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Produced quantity,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Unit,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Quantity,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Target product,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Imported heat amount ({{ heatQuantityUnit }}),production-processes/production-processes.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Imported heat factor ({{ heatFactorUnit }}),production-processes/production-processes.component.html,mat-label,template-present,label,n/a,factor-unit,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Exported heat amount ({{ heatQuantityUnit }}),production-processes/production-processes.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Exported heat factor ({{ heatFactorUnit }}),production-processes/production-processes.component.html,mat-label,template-present,label,n/a,factor-unit,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Factor source,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,factor-unit,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Factor document,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,factor-unit,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Imported waste gas ({{ wasteGasQuantityUnit }}),production-processes/production-processes.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Exported waste gas ({{ wasteGasQuantityUnit }}),production-processes/production-processes.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Provenance,production-processes/production-processes.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Exported quantity ({{ exportedElectricityQuantityUnit }}),production-processes/production-processes.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
production-processes,production-processes/production-processes.component.html,Emission factor ({{ exportedElectricityFactorUnit }}),production-processes/production-processes.component.html,mat-label,template-present,label,n/a,tCO2e,cbam:view,n/a-ui-only,—,n/a,CbamProductionProcessService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/09-*.md
